[08/10/2023-18:06:32] [TRT] [I] [MemUsageChange] Init CUDA: CPU +224, GPU +0, now: CPU 265, GPU 2625 (MiB)
[08/10/2023-18:06:32] [TRT] [I] Loaded engine size: 21 MiB
[08/10/2023-18:06:33] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +155, GPU +151, now: CPU 450, GPU 2832 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +240, GPU +247, now: CPU 690, GPU 3079 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in engine deserialization: CPU +0, GPU +20, now: CPU 0, GPU 20 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +0, GPU +0, now: CPU 669, GPU 3059 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +0, GPU +0, now: CPU 669, GPU 3059 (MiB)
[08/10/2023-18:06:35] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in IExecutionContext creation: CPU +0, GPU +32, now: CPU 0, GPU 52 (MiB)
GST_ARGUS: Creating output stream
CONSUMER: Waiting until producer is connected...
GST_ARGUS: Available Sensor modes :
GST_ARGUS: 3264 x 2464 FR = 21.000000 fps Duration = 47619048 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 3264 x 1848 FR = 28.000001 fps Duration = 35714284 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1920 x 1080 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1640 x 1232 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 59.999999 fps Duration = 16666667 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 120.000005 fps Duration = 8333333 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: Running with following settings:
   Camera index = 0 
   Camera mode  = 5 
   Output Stream W = 1280 H = 720 
   seconds to Run    = 0 
   Frame Rate = 120.000005 
GST_ARGUS: Setup Complete, Starting captures for 0 seconds
GST_ARGUS: Starting repeat capture requests.
CONSUMER: Producer has connected; continuing.
bingding: data (3, 640, 640)
bingding: prob (6001, 1, 1)
batch size is 1
Video name: output/raspberry_cam_from_drone_2023-08-10_18.06.36.avi . Frame size: width: 640 , height: 640 , FPS: 120
inference: time->58.97ms, fps: 16.96, total fps: 0.00, frame obj: 1, total obj: 1
inference: time->56.54ms, fps: 17.69, total fps: 4.00, frame obj: 1, total obj: 111
inference: time->54.35ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 113
inference: time->56.14ms, fps: 17.81, total fps: 4.00, frame obj: 1, total obj: 114
inference: time->56.20ms, fps: 17.79, total fps: 4.00, frame obj: 1, total obj: 115
inference: time->55.29ms, fps: 18.08, total fps: 4.00, frame obj: 1, total obj: 116
inference: time->55.58ms, fps: 17.99, total fps: 4.00, frame obj: 2, total obj: 118
inference: time->56.45ms, fps: 17.71, total fps: 4.00, frame obj: 1, total obj: 119
inference: time->58.29ms, fps: 17.16, total fps: 4.00, frame obj: 1, total obj: 120
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 121
inference: time->57.00ms, fps: 17.54, total fps: 4.00, frame obj: 1, total obj: 122
inference: time->57.27ms, fps: 17.46, total fps: 4.00, frame obj: 1, total obj: 123
inference: time->56.84ms, fps: 17.59, total fps: 4.00, frame obj: 1, total obj: 124
inference: time->57.41ms, fps: 17.42, total fps: 4.00, frame obj: 3, total obj: 127
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 2, total obj: 129
inference: time->57.12ms, fps: 17.51, total fps: 4.00, frame obj: 1, total obj: 130
inference: time->55.51ms, fps: 18.02, total fps: 4.00, frame obj: 1, total obj: 131
inference: time->58.25ms, fps: 17.17, total fps: 4.00, frame obj: 1, total obj: 132
inference: time->56.03ms, fps: 17.85, total fps: 3.00, frame obj: 1, total obj: 133
inference: time->56.54ms, fps: 17.69, total fps: 4.00, frame obj: 1, total obj: 134
inference: time->57.18ms, fps: 17.49, total fps: 4.00, frame obj: 3, total obj: 137
inference: time->58.15ms, fps: 17.20, total fps: 4.00, frame obj: 1, total obj: 138
inference: time->55.37ms, fps: 18.06, total fps: 4.00, frame obj: 1, total obj: 139
inference: time->58.47ms, fps: 17.10, total fps: 4.00, frame obj: 1, total obj: 140
inference: time->57.68ms, fps: 17.34, total fps: 4.00, frame obj: 1, total obj: 141
inference: time->58.48ms, fps: 17.10, total fps: 4.00, frame obj: 1, total obj: 142
inference: time->55.51ms, fps: 18.01, total fps: 4.00, frame obj: 1, total obj: 143
inference: time->57.21ms, fps: 17.48, total fps: 4.00, frame obj: 2, total obj: 145
inference: time->56.20ms, fps: 17.79, total fps: 3.00, frame obj: 1, total obj: 146
inference: time->57.58ms, fps: 17.37, total fps: 4.00, frame obj: 1, total obj: 147
inference: time->55.37ms, fps: 18.06, total fps: 3.00, frame obj: 2, total obj: 149
inference: time->57.21ms, fps: 17.48, total fps: 4.00, frame obj: 1, total obj: 150
inference: time->55.26ms, fps: 18.10, total fps: 3.00, frame obj: 2, total obj: 152
inference: time->57.71ms, fps: 17.33, total fps: 4.00, frame obj: 1, total obj: 153
inference: time->56.41ms, fps: 17.73, total fps: 4.00, frame obj: 1, total obj: 154
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 3, total obj: 157
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 159
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 1, total obj: 160
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 161
inference: time->54.63ms, fps: 18.31, total fps: 4.00, frame obj: 2, total obj: 163
inference: time->54.75ms, fps: 18.26, total fps: 4.00, frame obj: 1, total obj: 164
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 1, total obj: 165
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 166
inference: time->57.36ms, fps: 17.43, total fps: 4.00, frame obj: 1, total obj: 167
inference: time->55.83ms, fps: 17.91, total fps: 4.00, frame obj: 1, total obj: 168
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 170
inference: time->59.28ms, fps: 16.87, total fps: 4.00, frame obj: 1, total obj: 171
inference: time->57.25ms, fps: 17.47, total fps: 4.00, frame obj: 1, total obj: 172
inference: time->55.94ms, fps: 17.88, total fps: 4.00, frame obj: 1, total obj: 173
inference: time->57.91ms, fps: 17.27, total fps: 4.00, frame obj: 1, total obj: 174
inference: time->56.86ms, fps: 17.59, total fps: 3.00, frame obj: 2, total obj: 176
inference: time->56.64ms, fps: 17.66, total fps: 4.00, frame obj: 1, total obj: 177
inference: time->56.79ms, fps: 17.61, total fps: 3.00, frame obj: 1, total obj: 178
inference: time->58.87ms, fps: 16.99, total fps: 4.00, frame obj: 1, total obj: 179
inference: time->59.48ms, fps: 16.81, total fps: 4.00, frame obj: 1, total obj: 180
inference: time->55.53ms, fps: 18.01, total fps: 4.00, frame obj: 1, total obj: 181
inference: time->58.00ms, fps: 17.24, total fps: 4.00, frame obj: 1, total obj: 182
inference: time->55.39ms, fps: 18.05, total fps: 4.00, frame obj: 1, total obj: 183
inference: time->58.09ms, fps: 17.21, total fps: 4.00, frame obj: 1, total obj: 184
inference: time->56.03ms, fps: 17.85, total fps: 3.00, frame obj: 1, total obj: 185
inference: time->57.73ms, fps: 17.32, total fps: 4.00, frame obj: 1, total obj: 186
inference: time->58.12ms, fps: 17.21, total fps: 4.00, frame obj: 1, total obj: 187
inference: time->57.62ms, fps: 17.35, total fps: 4.00, frame obj: 1, total obj: 188
inference: time->57.24ms, fps: 17.47, total fps: 4.00, frame obj: 1, total obj: 189
inference: time->54.25ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 190
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 1, total obj: 191
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 1, total obj: 192
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 193
inference: time->54.48ms, fps: 18.35, total fps: 4.00, frame obj: 1, total obj: 194
inference: time->54.47ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 195
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 196
inference: time->54.48ms, fps: 18.36, total fps: 4.00, frame obj: 4, total obj: 200
inference: time->54.36ms, fps: 18.40, total fps: 4.00, frame obj: 1, total obj: 201
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 203
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 3, total obj: 206
inference: time->57.20ms, fps: 17.48, total fps: 4.00, frame obj: 2, total obj: 208
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 2, total obj: 210
inference: time->54.29ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 211
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 212
inference: time->55.50ms, fps: 18.02, total fps: 4.00, frame obj: 2, total obj: 214
inference: time->54.21ms, fps: 18.45, total fps: 4.00, frame obj: 3, total obj: 217
inference: time->56.26ms, fps: 17.78, total fps: 4.00, frame obj: 1, total obj: 218
inference: time->58.00ms, fps: 17.24, total fps: 4.00, frame obj: 1, total obj: 219
inference: time->57.85ms, fps: 17.29, total fps: 4.00, frame obj: 1, total obj: 220
inference: time->57.18ms, fps: 17.49, total fps: 3.00, frame obj: 1, total obj: 221
inference: time->56.07ms, fps: 17.83, total fps: 3.00, frame obj: 1, total obj: 222
inference: time->54.18ms, fps: 18.46, total fps: 4.00, frame obj: 1, total obj: 223
inference: time->55.56ms, fps: 18.00, total fps: 4.00, frame obj: 2, total obj: 225
inference: time->54.54ms, fps: 18.33, total fps: 4.00, frame obj: 1, total obj: 226
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 227
inference: time->54.46ms, fps: 18.36, total fps: 4.00, frame obj: 2, total obj: 229
inference: time->62.69ms, fps: 15.95, total fps: 3.00, frame obj: 2, total obj: 231
inference: time->57.97ms, fps: 17.25, total fps: 3.00, frame obj: 2, total obj: 233
inference: time->58.21ms, fps: 17.18, total fps: 4.00, frame obj: 2, total obj: 235
inference: time->59.11ms, fps: 16.92, total fps: 4.00, frame obj: 2, total obj: 237
inference: time->57.58ms, fps: 17.37, total fps: 3.00, frame obj: 3, total obj: 240
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 241
inference: time->54.53ms, fps: 18.34, total fps: 4.00, frame obj: 3, total obj: 244
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 2, total obj: 246
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 248
inference: time->54.39ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 249
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 251
inference: time->55.09ms, fps: 18.15, total fps: 4.00, frame obj: 1, total obj: 252
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 1, total obj: 253
inference: time->54.27ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 254
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 1, total obj: 255
inference: time->54.23ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 257
inference: time->54.49ms, fps: 18.35, total fps: 4.00, frame obj: 3, total obj: 260
inference: time->54.45ms, fps: 18.36, total fps: 4.00, frame obj: 1, total obj: 261
inference: time->54.30ms, fps: 18.42, total fps: 4.00, frame obj: 1, total obj: 262
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 1, total obj: 263
inference: time->55.90ms, fps: 17.89, total fps: 4.00, frame obj: 2, total obj: 265
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 2, total obj: 267
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 269
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 2, total obj: 271
inference: time->54.31ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 272
inference: time->54.27ms, fps: 18.43, total fps: 4.00, frame obj: 1, total obj: 273
inference: time->55.44ms, fps: 18.04, total fps: 4.00, frame obj: 1, total obj: 274
inference: time->54.24ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 276
inference: time->54.25ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 278
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 1, total obj: 279
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 281
inference: time->54.34ms, fps: 18.40, total fps: 4.00, frame obj: 2, total obj: 283
inference: time->54.37ms, fps: 18.39, total fps: 4.00, frame obj: 2, total obj: 285
inference: time->56.21ms, fps: 17.79, total fps: 4.00, frame obj: 2, total obj: 287
inference: time->54.81ms, fps: 18.24, total fps: 4.00, frame obj: 2, total obj: 289
inference: time->56.85ms, fps: 17.59, total fps: 4.00, frame obj: 2, total obj: 291
inference: time->55.48ms, fps: 18.03, total fps: 3.00, frame obj: 2, total obj: 293
inference: time->54.39ms, fps: 18.39, total fps: 4.00, frame obj: 2, total obj: 295
inference: time->54.39ms, fps: 18.39, total fps: 4.00, frame obj: 3, total obj: 298
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 1, total obj: 299
inference: time->54.39ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 301
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 2, total obj: 303
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 3, total obj: 306
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 3, total obj: 309
inference: time->54.44ms, fps: 18.37, total fps: 4.00, frame obj: 2, total obj: 311
inference: time->57.80ms, fps: 17.30, total fps: 4.00, frame obj: 3, total obj: 314
inference: time->56.39ms, fps: 17.73, total fps: 4.00, frame obj: 2, total obj: 316
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 318
inference: time->54.54ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 320
inference: time->55.10ms, fps: 18.15, total fps: 4.00, frame obj: 3, total obj: 323
inference: time->55.45ms, fps: 18.03, total fps: 4.00, frame obj: 3, total obj: 326
inference: time->55.78ms, fps: 17.93, total fps: 4.00, frame obj: 3, total obj: 329
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 2, total obj: 331
inference: time->57.28ms, fps: 17.46, total fps: 4.00, frame obj: 2, total obj: 333
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 2, total obj: 335
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 2, total obj: 337
inference: time->54.35ms, fps: 18.40, total fps: 4.00, frame obj: 3, total obj: 340
inference: time->54.99ms, fps: 18.19, total fps: 4.00, frame obj: 1, total obj: 341
inference: time->54.32ms, fps: 18.41, total fps: 4.00, frame obj: 2, total obj: 343
inference: time->54.45ms, fps: 18.37, total fps: 4.00, frame obj: 3, total obj: 346
inference: time->54.22ms, fps: 18.44, total fps: 4.00, frame obj: 2, total obj: 348
inference: time->54.42ms, fps: 18.38, total fps: 4.00, frame obj: 3, total obj: 351
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 2, total obj: 353
inference: time->54.50ms, fps: 18.35, total fps: 4.00, frame obj: 4, total obj: 357
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 3, total obj: 360
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 3, total obj: 363
inference: time->54.26ms, fps: 18.43, total fps: 4.00, frame obj: 2, total obj: 365
inference: time->54.43ms, fps: 18.37, total fps: 4.00, frame obj: 3, total obj: 368
inference: time->54.40ms, fps: 18.38, total fps: 4.00, frame obj: 3, total obj: 371
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 2, total obj: 373
